"nquest","ncomp","nord","sex","anasc","staciv","ireg","y"
"719571","4","4","2","1993","2","15","2"
"719571","4","4","2","1993","2","15","3"
"719606","3","1","2","1975","1","15","1"
"719606","3","1","2","1975","1","15","1"
"719606","3","1","2","1975","1","15","1"
"719606","3","2","1","1946","3","15","1"
"719606","3","2","1","1946","3","15","1"
"719606","3","2","1","1946","3","15","1"
"719606","3","3","1","1975","1","15","1"
"719606","3","3","1","1975","1","15","1"
"719606","3","3","1","1975","1","15","1"
"719611","2","1","1","1948","1","15","1"
"719611","2","1","1","1948","1","15","2"
"719611","2","2","2","1948","1","15","1"
"719611","2","2","2","1948","1","15","2"
"719613","1","1","1","1983","2","15","9"
"719615","4","1","1","1933","1","15","3"
"719615","4","2","2","1938","1","15","3"
"719615","4","3","2","1979","4","15","3"
"719615","4","4","1","2002","2","15","3"
"719656","4","1","2","1960","1","15","2"
"719656","4","1","2","1960","1","15","1"
"719656","4","2","1","1960","1","15","2"
"719656","4","2","1","1960","1","15","1"
"719656","4","3","1","1967","4","15","2"
"719656","4","3","1","1967","4","15","1"
"719656","4","4","1","1988","2","15","2"
"719656","4","4","1","1988","2","15","1"
"719666","1","1","1","1969","2","15","1"
"719763","2","1","2","1972","2","14","2"
"719763","2","1","2","1972","2","14","2"
"719763","2","2","2","1940","1","14","2"
"719763","2","2","2","1940","1","14","2"
"719801","3","1","2","1959","2","16","2"
"719801","3","1","2","1959","2","16","1"
"719801","3","1","2","1959","2","16","2"
"719801","3","2","2","1929","4","16","2"
"719801","3","2","2","1929","4","16","1"
"719801","3","2","2","1929","4","16","2"
"719801","3","3","1","1967","2","16","2"
"719801","3","3","1","1967","2","16","1"
"719801","3","3","1","1967","2","16","2"
"719810","2","1","1","1949","1","16","4"
"719810","2","2","2","1957","1","16","4"
"719840","4","1","2","1966","1","16","1"
"719840","4","1","2","1966","1","16","2"
"719840","4","2","1","1956","1","16","1"
"719840","4","2","1","1956","1","16","2"
"719840","4","3","2","2001","2","16","1"
"719840","4","3","2","2001","2","16","2"
"719840","4","4","1","2003","2","16","1"
"719840","4","4","1","2003","2","16","2"
"719940","1","1","1","1988","2","16","1"
"719963","5","1","2","1964","1","16","1"
"719963","5","1","2","1964","1","16","1"
"719963","5","1","2","1964","1","16","3"
"719963","5","1","2","1964","1","16","3"
"719963","5","2","1","1962","1","16","1"
"719963","5","2","1","1962","1","16","1"
"719963","5","2","1","1962","1","16","3"
"719963","5","2","1","1962","1","16","3"
"719963","5","3","2","1991","2","16","1"
"719963","5","3","2","1991","2","16","1"
"719963","5","3","2","1991","2","16","3"
"719963","5","3","2","1991","2","16","3"
"719963","5","4","1","1992","2","16","1"
"719963","5","4","1","1992","2","16","1"
"719963","5","4","1","1992","2","16","3"
"719963","5","4","1","1992","2","16","3"
"719963","5","5","2","2006","2","16","1"
"719963","5","5","2","2006","2","16","1"
"719963","5","5","2","2006","2","16","3"
"719963","5","5","2","2006","2","16","3"
"720110","2","1","1","1956","1","16","1"
"720110","2","2","2","1958","1","16","1"
"720117","4","1","2","1968","1","16","8"
"720117","4","1","2","1968","1","16","7"
"720117","4","2","1","1965","1","16","8"
"720117","4","2","1","1965","1","16","7"
"720117","4","3","1","2000","2","16","8"
"720117","4","3","1","2000","2","16","7"
"720117","4","4","2","2003","2","16","8"
"720117","4","4","2","2003","2","16","7"
"720138","4","1","1","1965","1","16","2"
"720138","4","2","2","1970","1","16","2"
"720138","4","3","1","1993","2","16","2"
"720138","4","4","1","1999","2","16","2"
"720139","3","1","1","1943","1","16","2"
"720139","3","1","1","1943","1","16","3"
"720139","3","2","2","1952","1","16","2"
"720139","3","2","2","1952","1","16","3"
"720139","3","3","1","1972","2","16","2"
"720139","3","3","1","1972","2","16","3"
"720161","2","1","2","1948","4","16","1"
"720161","2","2","1","1975","2","16","1"
"720163","2","1","2","1958","3","16","3"
"720163","2","2","1","1994","2","16","3"
"720209","4","1","2","1958","1","17","1"
"720209","4","1","2","1958","1","17","1"
"720209","4","1","2","1958","1","17","3"
"720209","4","2","1","1956","1","17","1"
"720209","4","2","1","1956","1","17","1"
"720209","4","2","1","1956","1","17","3"
"720209","4","3","1","1978","2","17","1"
"720209","4","3","1","1978","2","17","1"
"720209","4","3","1","1978","2","17","3"
"720209","4","4","1","1991","2","17","1"
"720209","4","4","1","1991","2","17","1"
"720209","4","4","1","1991","2","17","3"
"720312","3","1","2","1964","1","17","1"
"720312","3","1","2","1964","1","17","1"
"720312","3","2","1","1966","1","17","1"
"720312","3","2","1","1966","1","17","1"
"720312","3","3","1","1996","2","17","1"
"720312","3","3","1","1996","2","17","1"
"720416","2","1","1","1945","1","18","2"
"720416","2","2","2","1954","1","18","2"
"720603","5","1","2","1988","1","19","1"
"720603","5","1","2","1988","1","19","1"
"720603","5","2","1","1982","1","19","1"
"720603","5","2","1","1982","1","19","1"
"720603","5","3","2","2004","2","19","1"
"720603","5","3","2","2004","2","19","1"
"720603","5","4","2","2008","2","19","1"
"720603","5","4","2","2008","2","19","1"
"720603","5","5","2","2012","2","19","1"
"720603","5","5","2","2012","2","19","1"
"720634","2","1","1","1954","1","19","1"
"720634","2","1","1","1954","1","19","2"
"720634","2","2","2","1960","1","19","1"
"720634","2","2","2","1960","1","19","2"
"720784","1","1","2","1938","4","19","1"
"720889","2","1","2","1939","4","19","1"
"720889","2","2","2","1971","2","19","1"
"721521","4","1","2","1954","1","3","1"
"721521","4","1","2","1954","1","3","2"
"721521","4","1","2","1954","1","3","1"
"721521","4","2","1","1947","1","3","1"
"721521","4","2","1","1947","1","3","2"
"721521","4","2","1","1947","1","3","1"
"721521","4","3","1","1992","2","3","1"
"721521","4","3","1","1992","2","3","2"
"721521","4","3","1","1992","2","3","1"
"721521","4","4","2","1993","2","3","1"
"721521","4","4","2","1993","2","3","2"
"721521","4","4","2","1993","2","3","1"
"721548","2","1","2","1958","1","3","9"
"721548","2","1","2","1958","1","3","3"
"721548","2","2","1","1956","1","3","9"
"721548","2","2","1","1956","1","3","3"
"721631","1","1","2","1928","4","1","3"
"721747","2","1","1","1939","1","6","1"
"721747","2","1","1","1939","1","6","5"
"721747","2","2","2","1942","1","6","1"
"721747","2","2","2","1942","1","6","5"
"721777","3","1","1","1957","1","6","2"
"721777","3","1","1","1957","1","6","4"
"721777","3","2","2","1961","1","6","2"
"721777","3","2","2","1961","1","6","4"
"721777","3","3","1","1995","2","6","2"
"721777","3","3","1","1995","2","6","4"
"721843","2","1","1","1949","1","12","1"
"721843","2","1","1","1949","1","12","2"
"721843","2","2","2","1947","1","12","1"
"721843","2","2","2","1947","1","12","2"
"721871","3","1","1","1962","1","12","2"
"721871","3","1","1","1962","1","12","3"
"721871","3","2","2","1962","1","12","2"
"721871","3","2","2","1962","1","12","3"
"721871","3","3","2","1999","2","12","2"
"721871","3","3","2","1999","2","12","3"
"722116","2","1","2","1958","3","5","1"
"722116","2","1","2","1958","3","5","1"
"722116","2","2","2","1961","3","5","1"
"722116","2","2","2","1961","3","5","1"
"722141","4","1","1","1970","1","5","1"
"722141","4","1","1","1970","1","5","1"
"722141","4","2","2","1972","1","5","1"
"722141","4","2","2","1972","1","5","1"
"722141","4","3","1","1996","2","5","1"
"722141","4","3","1","1996","2","5","1"
"722141","4","4","2","2003","2","5","1"
"722141","4","4","2","2003","2","5","1"
"722259","2","1","1","1938","1","8","1"
"722259","2","1","1","1938","1","8","1"
"722259","2","2","2","1947","1","8","1"
"722259","2","2","2","1947","1","8","1"
"722310","2","1","1","1949","1","3","1"
"722310","2","1","1","1949","1","3","8"
"722310","2","2","2","1946","1","3","1"
"722310","2","2","2","1946","1","3","8"
"722324","1","1","2","1942","4","3","4"
"722331","2","1","1","1946","1","3","2"
"722331","2","1","1","1946","1","3","4"
"722331","2","2","2","1946","1","3","2"
"722331","2","2","2","1946","1","3","4"
"722353","3","1","1","1946","1","3","2"
"722353","3","1","1","1946","1","3","1"
"722353","3","1","1","1946","1","3","2"
"722353","3","2","2","1950","1","3","2"
"722353","3","2","2","1950","1","3","1"
"722353","3","2","2","1950","1","3","2"
"722353","3","3","1","1982","2","3","2"
"722353","3","3","1","1982","2","3","1"
"722353","3","3","1","1982","2","3","2"
"722365","3","1","1","1959","1","3","5"
"722365","3","2","2","1961","1","3","5"
"722365","3","3","2","1990","2","3","5"
"722378","2","1","1","1948","1","3","2"
"722378","2","1","1","1948","1","3","4"
"722378","2","2","2","1951","1","3","2"
"722378","2","2","2","1951","1","3","4"
"722518","4","1","2","1970","1","3","3"
"722518","4","1","2","1970","1","3","1"
"722518","4","2","1","1970","1","3","3"
"722518","4","2","1","1970","1","3","1"
"722518","4","3","2","2003","2","3","3"
"722518","4","3","2","2003","2","3","1"
"722518","4","4","1","2006","2","3","3"
"722518","4","4","1","2006","2","3","1"
"722743","2","1","2","1964","4","1","2"
"722743","2","2","1","1996","2","1","2"
"722875","1","1","2","1966","2","7","3"
"723200","2","1","1","1938","1","18","1"
"723200","2","1","1","1938","1","18","2"
"723200","2","2","2","1940","1","18","1"
"723200","2","2","2","1940","1","18","2"
"723207","3","1","2","1973","1","18","1"
"723207","3","1","2","1973","1","18","1"
"723207","3","2","1","1966","1","18","1"
"723207","3","2","1","1966","1","18","1"
"723207","3","3","2","1995","2","18","1"
"723207","3","3","2","1995","2","18","1"
"723666","2","1","2","1941","1","9","3"
"723666","2","1","2","1941","1","9","2"
"723666","2","2","1","1938","1","9","3"
"723666","2","2","1","1938","1","9","2"
"723986","2","1","2","1942","1","9","2"
"723986","2","1","2","1942","1","9","1"
"723986","2","2","1","1938","1","9","2"
"723986","2","2","1","1938","1","9","1"
"724132","3","1","2","1966","3","20","1"
"724132","3","1","2","1966","3","20","1"
"724132","3","2","1","1989","2","20","1"
"724132","3","2","1","1989","2","20","1"
"724132","3","3","2","1990","2","20","1"
"724132","3","3","2","1990","2","20","1"
"724209","5","1","2","1967","1","17","9"
"724209","5","1","2","1967","1","17","1"
"724209","5","2","1","1965","1","17","9"
"724209","5","2","1","1965","1","17","1"
"724209","5","3","1","1990","2","17","9"
"724209","5","3","1","1990","2","17","1"
"724209","5","4","1","1996","2","17","9"
"724209","5","4","1","1996","2","17","1"
"724209","5","5","2","1999","2","17","9"
"724209","5","5","2","1999","2","17","1"
"724211","1","1","2","1944","4","17","1"
"724213","1","1","1","1970","2","17","3"
"724307","2","1","2","1952","4","8","1"
"724307","2","1","2","1952","4","8","1"
"724307","2","2","2","1973","2","8","1"
"724307","2","2","2","1973","2","8","1"
"724353","1","1","2","1984","2","8","3"
"724509","2","1","1","1946","1","13","2"
"724509","2","2","2","1954","1","13","2"
"724523","1","1","1","1957","2","13","1"
"724543","4","1","1","1952","1","13","9"
"724543","4","1","1","1952","1","13","2"
"724543","4","2","2","1958","1","13","9"
"724543","4","2","2","1958","1","13","2"
"724543","4","3","1","1981","2","13","9"
"724543","4","3","1","1981","2","13","2"
"724543","4","4","1","1988","2","13","9"
"724543","4","4","1","1988","2","13","2"
"724635","2","1","2","1984","3","8","3"
"724635","2","2","2","2005","2","8","3"
"724636","2","1","2","1944","1","8","1"
"724636","2","1","2","1944","1","8","1"
"724636","2","2","1","1935","1","8","1"
"724636","2","2","1","1935","1","8","1"
"724708","7","1","1","1966","1","3","2"
"724708","7","2","2","1974","1","3","2"
"724708","7","3","1","1991","2","3","2"
"724708","7","4","2","2002","2","3","2"
"724708","7","5","1","2006","2","3","2"
"724708","7","6","1","2010","2","3","2"
"724708","7","7","1","2014","2","3","2"
"724899","3","1","2","1963","1","7","7"
"724899","3","1","2","1963","1","7","1"
"724899","3","2","1","1948","1","7","7"
"724899","3","2","1","1948","1","7","1"
"724899","3","3","1","1998","2","7","7"
"724899","3","3","1","1998","2","7","1"
"725236","1","1","2","1940","2","7","1"
"725509","2","1","2","1940","1","3","1"
"725509","2","1","2","1940","1","3","1"
"725509","2","2","1","1935","1","3","1"
"725509","2","2","1","1935","1","3","1"
"725701","1","1","1","1946","2","13","1"
"725716","4","1","1","1968","1","13","2"
"725716","4","1","1","1968","1","13","4"
"725716","4","2","2","1972","1","13","2"
"725716","4","2","2","1972","1","13","4"
"725716","4","3","1","1999","2","13","2"
"725716","4","3","1","1999","2","13","4"
"725716","4","4","2","2007","2","13","2"
"725716","4","4","2","2007","2","13","4"
"725726","1","1","2","1949","3","13","1"
"725801","2","1","1","1962","1","6","2"
"725801","2","1","1","1962","1","6","3"
"725801","2","2","2","1963","1","6","2"
"725801","2","2","2","1963","1","6","3"
"726146","2","1","1","1958","2","5","1"
"726146","2","1","1","1958","2","5","3"
"726146","2","2","1","1927","4","5","1"
"726146","2","2","1","1927","4","5","3"
"726234","3","1","2","1950","1","8","2"
"726234","3","1","2","1950","1","8","2"
"726234","3","1","2","1950","1","8","3"
"726234","3","2","1","1947","1","8","2"
"726234","3","2","1","1947","1","8","2"
"726234","3","2","1","1947","1","8","3"
"726234","3","3","1","1976","2","8","2"
"726234","3","3","1","1976","2","8","2"
"726234","3","3","1","1976","2","8","3"
"726553","4","1","1","1962","1","11","2"
"726553","4","1","1","1962","1","11","4"
"726553","4","2","2","1965","1","11","2"
"726553","4","2","2","1965","1","11","4"
"726553","4","3","1","1991","2","11","2"
"726553","4","3","1","1991","2","11","4"
"726553","4","4","2","1997","2","11","2"
"726553","4","4","2","1997","2","11","4"
"726563","2","1","2","1934","1","11","2"
"726563","2","1","2","1934","1","11","1"
"726563","2","2","1","1930","1","11","2"
"726563","2","2","1","1930","1","11","1"
"726568","3","1","1","1986","2","11","1"
"726568","3","1","1","1986","2","11","1"
"726568","3","2","1","1952","1","11","1"
"726568","3","2","1","1952","1","11","1"
"726568","3","3","2","1956","1","11","1"
"726568","3","3","2","1956","1","11","1"
"726823","1","1","1","1930","4","17","1"
"726906","4","1","1","1957","1","19","1"
"726906","4","2","2","1966","1","19","1"
"726906","4","3","1","1985","2","19","1"
"726906","4","4","2","1997","2","19","1"
"726932","1","1","2","1938","4","19","2"
"727001","3","1","2","1973","1","9","2"
"727001","3","1","2","1973","1","9","2"
"727001","3","2","1","1967","1","9","2"
"727001","3","2","1","1967","1","9","2"
"727001","3","3","2","2005","2","9","2"
"727001","3","3","2","2005","2","9","2"
"727009","1","1","2","1924","4","9","3"
"727039","4","1","1","1968","1","9","3"
"727039","4","1","1","1968","1","9","9"
"727039","4","2","2","1970","1","9","3"
"727039","4","2","2","1970","1","9","9"
"727039","4","3","2","2007","2","9","3"
"727039","4","3","2","2007","2","9","9"
"727039","4","4","2","2010","2","9","3"
"727039","4","4","2","2010","2","9","9"
"727160","2","1","1","1942","1","3","1"
"727160","2","1","1","1942","1","3","2"
"727160","2","2","2","1955","1","3","1"
"727160","2","2","2","1955","1","3","2"
"727267","1","1","1","1955","4","8","3"
"727520","1","1","2","1922","2","9","1"
"727604","2","1","1","1943","1","19","2"
"727604","2","2","2","1944","1","19","2"
"727825","4","1","2","1960","1","19","1"
"727825","4","1","2","1960","1","19","9"
"727825","4","1","2","1960","1","19","1"
"727825","4","2","1","1959","1","19","1"
"727825","4","2","1","1959","1","19","9"
"727825","4","2","1","1959","1","19","1"
"727825","4","3","1","1994","2","19","1"
"727825","4","3","1","1994","2","19","9"
"727825","4","3","1","1994","2","19","1"
"727825","4","4","1","1998","2","19","1"
"727825","4","4","1","1998","2","19","9"
"727825","4","4","1","1998","2","19","1"
"728148","5","1","1","1958","1","3","9"
"728148","5","2","2","1959","1","3","9"
"728148","5","3","2","1991","2","3","9"
"728148","5","4","2","1994","2","3","9"
"728148","5","5","1","1998","2","3","9"
"728160","1","1","1","1977","2","3","8"
"728306","3","1","1","1953","1","3","2"
"728306","3","1","1","1953","1","3","6"
"728306","3","2","2","1958","1","3","2"
"728306","3","2","2","1958","1","3","6"
"728306","3","3","2","1989","2","3","2"
"728306","3","3","2","1989","2","3","6"
"728493","1","1","1","1934","2","3","7"
"728547","3","1","1","1952","1","3","1"
"728547","3","1","1","1952","1","3","8"
"728547","3","2","2","1949","1","3","1"
"728547","3","2","2","1949","1","3","8"
"728547","3","3","2","1988","2","3","1"
"728547","3","3","2","1988","2","3","8"
"729412","2","1","1","1931","4","19","1"
"729412","2","1","1","1931","4","19","2"
"729412","2","2","2","1962","2","19","1"
"729412","2","2","2","1962","2","19","2"
"729507","1","1","1","1979","2","8","2"
"730312","2","1","2","1946","2","9","1"
"730312","2","1","2","1946","2","9","2"
"730312","2","2","2","1921","4","9","1"
"730312","2","2","2","1921","4","9","2"
"730333","1","1","2","1961","3","9","2"
"730402","3","1","2","1966","1","8","4"
"730402","3","1","2","1966","1","8","5"
"730402","3","2","1","1961","1","8","4"
"730402","3","2","1","1961","1","8","5"
"730402","3","3","1","1995","2","8","4"
"730402","3","3","1","1995","2","8","5"
"730430","3","1","2","1974","1","8","3"
"730430","3","1","2","1974","1","8","1"
"730430","3","2","1","1966","1","8","3"
"730430","3","2","1","1966","1","8","1"
"730430","3","3","1","1997","2","8","3"
"730430","3","3","1","1997","2","8","1"
"730756","4","1","2","1946","1","20","1"
"730756","4","1","2","1946","1","20","3"
"730756","4","2","1","1942","1","20","1"
"730756","4","2","1","1942","1","20","3"
"730756","4","3","2","1982","2","20","1"
"730756","4","3","2","1982","2","20","3"
"730756","4","4","2","2011","2","20","1"
"730756","4","4","2","2011","2","20","3"
"730807","3","1","2","1955","4","20","3"
"730807","3","2","1","1984","2","20","3"
"730807","3","3","1","1988","2","20","3"
"730876","3","1","2","1965","3","20","2"
"730876","3","2","1","1995","2","20","2"
"730876","3","3","2","1999","2","20","2"
"730901","2","1","1","1967","2","3","1"
"730901","2","1","1","1967","2","3","3"
"730901","2","2","1","1961","2","3","1"
"730901","2","2","1","1961","2","3","3"
"730939","1","1","2","1949","4","3","2"
"731178","2","1","1","1954","1","13","5"
"731178","2","1","1","1954","1","13","5"
"731178","2","2","2","1955","1","13","5"
"731178","2","2","2","1955","1","13","5"
"731810","1","1","2","1944","2","3","4"
"732013","4","1","2","1967","1","15","2"
"732013","4","1","2","1967","1","15","1"
"732013","4","2","1","1966","1","15","2"
"732013","4","2","1","1966","1","15","1"
"732013","4","3","2","1999","2","15","2"
"732013","4","3","2","1999","2","15","1"
"732013","4","4","2","2002","2","15","2"
"732013","4","4","2","2002","2","15","1"
"732343","4","1","1","1953","1","9","1"
"732343","4","1","1","1953","1","9","2"
"732343","4","1","1","1953","1","9","2"
"732343","4","2","2","1954","1","9","1"
"732343","4","2","2","1954","1","9","2"
"732343","4","2","2","1954","1","9","2"
"732343","4","3","2","1985","2","9","1"
"732343","4","3","2","1985","2","9","2"
"732343","4","3","2","1985","2","9","2"
"732343","4","4","2","1988","2","9","1"
"732343","4","4","2","1988","2","9","2"
"732343","4","4","2","1988","2","9","2"
"732371","2","1","2","1943","1","9","1"
"732371","2","1","2","1943","1","9","2"
"732371","2","2","1","1945","1","9","1"
"732371","2","2","1","1945","1","9","2"
"732466","2","1","1","1933","1","16","1"
"732466","2","1","1","1933","1","16","2"
"732466","2","2","2","1944","1","16","1"
"732466","2","2","2","1944","1","16","2"
"732601","4","1","1","1967","1","5","9"
"732601","4","1","1","1967","1","5","9"
"732601","4","2","2","1968","1","5","9"
"732601","4","2","2","1968","1","5","9"
"732601","4","3","2","1996","2","5","9"
"732601","4","3","2","1996","2","5","9"
"732601","4","4","1","1998","2","5","9"
"732601","4","4","1","1998","2","5","9"
"733216","4","1","2","1961","1","15","1"
"733216","4","1","2","1961","1","15","1"
"733216","4","2","1","1954","1","15","1"
"733216","4","2","1","1954","1","15","1"
"733216","4","3","2","1993","2","15","1"
"733216","4","3","2","1993","2","15","1"
"733216","4","4","2","1998","2","15","1"
"733216","4","4","2","1998","2","15","1"
"733351","2","1","2","1955","1","20","4"
"733351","2","1","2","1955","1","20","2"
"733351","2","2","1","1951","1","20","4"
"733351","2","2","1","1951","1","20","2"
"733363","3","1","1","1970","1","20","2"
"733363","3","1","1","1970","1","20","2"
"733363","3","2","2","1972","1","20","2"
"733363","3","2","2","1972","1","20","2"
"733363","3","3","2","2015","2","20","2"
"733363","3","3","2","2015","2","20","2"
"733605","1","1","1","1927","4","8","3"
"733606","2","1","1","1978","2","8","2"
"733606","2","1","1","1978","2","8","3"
"733606","2","2","2","1983","2","8","2"
"733606","2","2","2","1983","2","8","3"
"733612","3","1","1","1937","1","8","2"
"733612","3","1","1","1937","1","8","1"
"733612","3","1","1","1937","1","8","3"
"733612","3","2","2","1946","1","8","2"
"733612","3","2","2","1946","1","8","1"
"733612","3","2","2","1946","1","8","3"
"733612","3","3","2","1987","2","8","2"
"733612","3","3","2","1987","2","8","1"
"733612","3","3","2","1987","2","8","3"
"733713","1","1","2","1951","2","18","1"
"733755","3","1","2","1966","1","18","2"
"733755","3","1","2","1966","1","18","2"
"733755","3","2","1","1956","1","18","2"
"733755","3","2","1","1956","1","18","2"
"733755","3","3","1","2004","2","18","2"
"733755","3","3","1","2004","2","18","2"
"733811","2","1","2","1963","3","8","9"
"733811","2","2","2","1990","2","8","9"
"734115","2","1","1","1947","1","8","1"
"734115","2","1","1","1947","1","8","2"
"734115","2","2","2","1941","1","8","1"
"734115","2","2","2","1941","1","8","2"
"734141","1","1","2","1931","4","8","1"
"734143","2","1","2","1952","1","8","1"
"734143","2","1","2","1952","1","8","3"
"734143","2","2","1","1951","1","8","1"
"734143","2","2","1","1951","1","8","3"
"734210","2","1","1","1948","3","11","1"
"734210","2","1","1","1948","3","11","4"
"734210","2","2","2","1924","4","11","1"
"734210","2","2","2","1924","4","11","4"
"734264","2","1","1","1944","1","11","2"
"734264","2","1","1","1944","1","11","1"
"734264","2","2","2","1946","1","11","2"
"734264","2","2","2","1946","1","11","1"
"734833","1","1","2","1929","4","7","2"
"734969","2","1","2","1953","1","7","4"
"734969","2","1","2","1953","1","7","2"
"734969","2","2","1","1951","1","7","4"
"734969","2","2","1","1951","1","7","2"
"735005","1","1","1","1971","2","20","1"
"735143","3","1","1","1963","1","8","1"
"735143","3","1","1","1963","1","8","4"
"735143","3","2","2","1964","1","8","1"
"735143","3","2","2","1964","1","8","4"
"735143","3","3","1","1996","2","8","1"
"735143","3","3","1","1996","2","8","4"
"735401","4","1","1","1969","1","9","2"
"735401","4","1","1","1969","1","9","6"
"735401","4","2","2","1971","1","9","2"
"735401","4","2","2","1971","1","9","6"
"735401","4","3","1","2008","2","9","2"
"735401","4","3","1","2008","2","9","6"
"735401","4","4","1","2008","2","9","2"
"735401","4","4","1","2008","2","9","6"
"735436","1","1","2","1929","4","9","2"
"735538","3","1","1","1968","1","19","3"
"735538","3","2","2","1969","1","19","3"
"735538","3","3","2","1998","2","19","3"
"735621","5","1","1","1964","1","20","1"
"735621","5","1","1","1964","1","20","2"
"735621","5","1","1","1964","1","20","5"
"735621","5","2","2","1967","1","20","1"
"735621","5","2","2","1967","1","20","2"
"735621","5","2","2","1967","1","20","5"
"735621","5","3","1","1996","2","20","1"
"735621","5","3","1","1996","2","20","2"
"735621","5","3","1","1996","2","20","5"
"735621","5","4","1","1998","2","20","1"
"735621","5","4","1","1998","2","20","2"
"735621","5","4","1","1998","2","20","5"
"735621","5","5","2","2003","2","20","1"
"735621","5","5","2","2003","2","20","2"
"735621","5","5","2","2003","2","20","5"
"735659","4","1","1","1956","1","20","2"
"735659","4","1","1","1956","1","20","7"
"735659","4","2","2","1957","1","20","2"
"735659","4","2","2","1957","1","20","7"
"735659","4","3","2","1989","2","20","2"
"735659","4","3","2","1989","2","20","7"
"735659","4","4","2","1991","2","20","2"
"735659","4","4","2","1991","2","20","7"
"735677","2","1","1","1936","1","20","3"
"735677","2","2","2","1941","1","20","3"
"736010","3","1","2","1961","1","20","2"
"736010","3","1","2","1961","1","20","2"
"736010","3","1","2","1961","1","20","1"
"736010","3","2","1","1961","1","20","2"
"736010","3","2","1","1961","1","20","2"
"736010","3","2","1","1961","1","20","1"
"736010","3","3","1","1991","2","20","2"
"736010","3","3","1","1991","2","20","2"
"736010","3","3","1","1991","2","20","1"
"736011","3","1","2","1940","1","20","1"
"736011","3","1","2","1940","1","20","1"
"736011","3","1","2","1940","1","20","2"
"736011","3","2","1","1929","1","20","1"
"736011","3","2","1","1929","1","20","1"
"736011","3","2","1","1929","1","20","2"
"736011","3","3","2","1920","4","20","1"
"736011","3","3","2","1920","4","20","1"
"736011","3","3","2","1920","4","20","2"
"736034","5","1","2","1954","1","20","1"
"736034","5","1","2","1954","1","20","2"
"736034","5","1","2","1954","1","20","2"
"736034","5","2","1","1951","1","20","1"
"736034","5","2","1","1951","1","20","2"
"736034","5","2","1","1951","1","20","2"
"736034","5","3","1","1982","2","20","1"
"736034","5","3","1","1982","2","20","2"
"736034","5","3","1","1982","2","20","2"
"736034","5","4","1","1984","2","20","1"
"736034","5","4","1","1984","2","20","2"
"736034","5","4","1","1984","2","20","2"
"736034","5","5","2","1996","2","20","1"
"736034","5","5","2","1996","2","20","2"
"736034","5","5","2","1996","2","20","2"
"736206","4","1","1","1955","1","18","5"
"736206","4","2","2","1959","1","18","5"
"736206","4","3","2","1989","2","18","5"
"736206","4","4","1","1993","2","18","5"
"736212","2","1","2","1949","1","18","3"
"736212","2","1","2","1949","1","18","3"
"736212","2","2","1","1943","1","18","3"
"736212","2","2","1","1943","1","18","3"
"736214","1","1","1","1932","2","18","1"
"736476","4","1","1","1953","1","13","4"
"736476","4","2","2","1963","1","13","4"
"736476","4","3","2","1986","2","13","4"
"736476","4","4","1","1988","2","13","4"
"736801","1","1","1","1952","1","5","1"
"736828","5","1","2","1967","1","5","1"
"736828","5","1","2","1967","1","5","1"
"736828","5","1","2","1967","1","5","1"
"736828","5","2","1","1974","1","5","1"
"736828","5","2","1","1974","1","5","1"
"736828","5","2","1","1974","1","5","1"
"736828","5","3","1","1993","2","5","1"
"736828","5","3","1","1993","2","5","1"
"736828","5","3","1","1993","2","5","1"
"736828","5","4","2","1996","2","5","1"
"736828","5","4","2","1996","2","5","1"
"736828","5","4","2","1996","2","5","1"
"736828","5","5","2","2002","2","5","1"
"736828","5","5","2","2002","2","5","1"
"736828","5","5","2","2002","2","5","1"
"736831","3","1","1","1958","1","5","2"
"736831","3","1","1","1958","1","5","1"
"736831","3","1","1","1958","1","5","5"
"736831","3","2","2","1963","1","5","2"
"736831","3","2","2","1963","1","5","1"
"736831","3","2","2","1963","1","5","5"
"736831","3","3","2","1984","2","5","2"
"736831","3","3","2","1984","2","5","1"
"736831","3","3","2","1984","2","5","5"
"736862","2","1","1","1971","1","5","1"
"736862","2","1","1","1971","1","5","1"
"736862","2","2","1","1981","2","5","1"
"736862","2","2","1","1981","2","5","1"
"736917","4","1","2","1977","1","6","4"
"736917","4","1","2","1977","1","6","3"
"736917","4","2","1","1970","1","6","4"
"736917","4","2","1","1970","1","6","3"
"736917","4","3","1","2001","2","6","4"
"736917","4","3","1","2001","2","6","3"
"736917","4","4","2","2004","2","6","4"
"736917","4","4","2","2004","2","6","3"
"736935","3","1","1","1968","1","6","3"
"736935","3","1","1","1968","1","6","6"
"736935","3","2","2","1967","1","6","3"
"736935","3","2","2","1967","1","6","6"
"736935","3","3","2","2005","2","6","3"
"736935","3","3","2","2005","2","6","6"
"736939","1","1","1","1935","3","6","2"
"736957","4","1","1","1970","1","6","1"
"736957","4","1","1","1970","1","6","6"
"736957","4","2","2","1971","1","6","1"
"736957","4","2","2","1971","1","6","6"
"736957","4","3","1","2001","2","6","1"
"736957","4","3","1","2001","2","6","6"
"736957","4","4","1","2006","2","6","1"
"736957","4","4","1","2006","2","6","6"
"737343","1","1","1","1961","3","5","2"
"737349","4","1","1","1962","1","5","1"
"737349","4","1","1","1962","1","5","2"
"737349","4","1","1","1962","1","5","5"
"737349","4","2","2","1965","1","5","1"
"737349","4","2","2","1965","1","5","2"
"737349","4","2","2","1965","1","5","5"
